name,rating,price_original,price_current,discount_percent,days_until_sale,genre,reviews_count,player_trend,will_be_discounted
Assassin’s Creed Valhalla,89.52004262838973,58.139069225900904,50.85658555815048,8.83631369425514,10.976073398343068,Sports,49776.6073403969,stable,1
FIFA 24,71.38976383307488,22.515038516862177,22.075479078078917,1.7970390139469066,0.6082835813813886,Action,108485.25798994048,falling,0
Outlast,55.51999773914195,24.54265612921568,28.043537912035358,0.0,0.0,Sports,117300.4824226489,falling,0
Final Fantasy XV,98.2694148357308,37.99316127447268,35.82454392254822,10.769236175597252,28.576919849864254,Horror,26161.242026874246,growing,1
Banished,76.62585388409188,39.97669079710867,38.2228587627628,0.0,0.0,Strategy,69465.82864314545,falling,0
Halo Infinite,45.22794026041355,45.342138558906974,21.526790121205455,47.681639031003364,6.903967701875752,Roguelike,179137.17665877074,growing,1
It Takes Two,92.92827860894695,67.9313439460075,69.11115220041202,0.0,0.0,Horror,23524.72749920483,growing,0
Guilty Gear Strive,53.50946395167398,44.34456522166768,7.345776361010508,82.87824625677119,15.817862901163588,Shooter,138041.36633913216,growing,1
Slime Rancher,80.10839276855567,11.264449346086563,10.376697347732959,1.334806765784638,0.22621932195098765,RPG,68968.03362644534,stable,0
Lost Ark,85.17445441334971,72.98028930972922,36.36941780547839,50.117977511833644,6.959161942866846,Survival,176352.74447037952,growing,1
The Division 2,65.45184985987433,74.54998634017451,76.15806773233476,0.0,0.0,Strategy,183790.9411241474,falling,0
Dark Souls III,72.32791989774479,46.04144430836171,46.663712876196335,1.7231283624786913,0.19251169272586324,Roguelike,51744.967969260775,stable,0
Hotline Miami,40.05519328725795,75.27895185572082,20.547695247034625,69.63166224121939,28.318367807988427,Co-op,26348.46992609151,falling,1
The Outlast Trials,87.8730448331234,18.291223488479137,10.563850706805022,50.5681582839555,15.91032279342706,Horror,100311.0848557314,growing,1
Escape from Tarkov,43.40504757158619,54.03331888763524,55.74515253938857,0.0,0.007210132368730525,Adventure,133709.33464517823,falling,0
Euro Truck Simulator 2,75.6937371666813,14.770046723796407,15.525944732318553,2.5439822146222,0.6083214000892647,Shooter,161849.04077863914,stable,0
Slime Rancher 2,67.57356701777573,67.1373332415473,52.41917915815586,18.945220407188504,12.832671847653602,Simulation,64854.90742638833,growing,1
Deep Rock Galactic,99.19880358590525,61.64260851142147,42.484726859361984,30.975437415371278,4.236663157633226,Survival,33360.902442754676,growing,1
Terraria,92.56528705640073,55.291871205905835,21.382394855649082,60.5407000736203,29.39022902868113,Sports,78486.18719333044,stable,1
Lost Ark,91.35856574630797,43.849093608140734,9.454522868653687,81.5481261147443,9.026562754376997,Puzzle,165813.4879604673,falling,1
Dark Souls III,55.34515457163093,57.16986060382655,23.372216492856328,59.828130405282806,4.662075288537968,Strategy,118025.09292382623,stable,1
No Man's Sky,82.76217818779065,64.64642073677061,64.02780793251596,2.7516255741384703,0.0,Fighting,64478.98334668921,falling,0
Monster Hunter World,54.45236601170082,32.17096747856128,30.919076725871406,0.870882752615633,0.5963165075100643,Metroidvania,72570.07170935495,stable,0
Phasmophobia,50.195435829221694,17.36277710982086,17.27270313792368,0.014147236964580378,0.0,Simulation,68315.68211805396,growing,0
Dragon Ball FighterZ,76.01247512778738,69.16925033970035,15.087814038844062,80.50506268118787,3.096747582286553,Horror,35134.18362618456,growing,1
Deep Rock Galactic,94.64352290671965,22.365514643076164,8.574082613478918,61.725005818090054,12.752393486330076,Shooter,128162.36535535546,falling,1
Seven Days to Die,83.77020837301598,50.40754608299094,27.41249255279809,50.3450484936024,25.532069034507863,Simulation,117487.12695964359,growing,1
Hotline Miami 2,68.15237697830575,9.52080707773574,4.9772465726266875,38.98851569630454,25.335500639259802,RPG,116117.44929321222,growing,1
Ori and the Blind Forest,86.67919923070366,51.17297277615076,14.79291210980004,69.36172885278633,26.076024260492602,Indie,133511.5977353639,falling,1
Far Cry 5,87.59421602654832,47.01032388319993,12.661903674674893,70.21286806148636,12.115511537378563,Strategy,154460.808770501,falling,1
Portal 2,41.63308112263714,41.91208411593474,43.31999785246043,0.0,0.0,Roguelike,88890.60594280003,growing,0
Nier Automata,69.7070407739092,10.043806877676648,2.5807139995183315,71.54133849291995,24.245141529025037,Strategy,191802.9612128064,falling,1
Banished,58.193395736829764,69.8259065227308,48.66044565032179,31.255494645844603,28.768496232399947,Adventure,43854.81554047398,falling,1
Sons of the Forest,39.24188176868577,44.209583906919306,43.4014277197336,0.0,0.042126894022330184,Action,195354.18582896006,falling,0
Dead Cells,71.24323362170914,24.11838571442811,11.05029851040795,58.734532922504094,29.311710080200886,Horror,33933.22645399057,falling,1
Rainbow Six Siege,70.96487416704248,27.27084707225548,14.987627613933174,50.589726794348806,3.900360225627946,Adventure,47213.1101147057,falling,1
CyberConnect,59.15409579819411,74.07649767689396,75.83344866444743,0.5818464284014894,0.0,Fighting,38465.59467863216,stable,0
Hades,90.36387867954717,36.49821523867068,19.259768486662686,49.9578618091257,14.43994697960145,Roguelike,81418.02130028652,growing,1
CyberConnect,86.39258698175654,40.62413251730708,19.654012110810793,59.241852954229245,9.327275020256826,Horror,93854.81304814672,falling,1
Cyber Hook,98.59095981143884,58.92826237858849,35.144351435522566,40.81953231183624,24.1681234805087,Fighting,24996.471973811742,stable,1
Tekken 8,59.235667811293766,55.52796538579839,54.96880652936703,2.45059902199952,0.5926465415635471,Sports,10777.894758454044,growing,0
Cyberpunk 2077,69.2600381704825,47.8919860582476,49.61404770867303,0.0,0.3317156244944432,Survival,150893.3117076729,growing,0
Portal 2,54.78927185497403,63.63088843910121,66.51300309045479,0.8525624562688766,0.0,Puzzle,66768.03332029095,falling,0
Forza Horizon 5,55.72482822742311,7.246346401172935,7.9426116164272305,0.1638385724032781,0.0,Sports,189154.24595020022,falling,0
Watch Dogs Legion,44.8831801894538,9.377481191951745,11.214437542768982,0.0,0.7681718663177768,Puzzle,90473.08063839863,growing,0
Phasmophobia,52.251976616304674,56.29327139887444,55.74533116129294,1.0278097768389824,0.42339988428170133,Co-op,26802.90114254619,growing,0
Valheim,42.702387164879056,49.66830075056597,17.2706401094445,59.075656936248215,0.9235281257004248,Indie,78849.91676644045,growing,1
Sea of Thieves,95.83603135162896,45.351544829159685,17.16777615286737,59.709966559011825,4.975584590129594,Racing,34864.07394103395,stable,1
CyberConnect,83.6160845707953,55.58374831268857,48.3838775198677,8.921542881930785,26.000732316486793,Action,107626.9355040158,falling,1
UltraKill,87.3419240981928,32.28814522094497,31.46913105163097,0.0,0.42858474748187597,Roguelike,196762.53861712842,falling,0
Portal 2,81.68410333001425,46.32187693132438,18.60408357941089,61.89518069387702,25.977809605992395,Shooter,93398.53792599923,stable,1
Mortal Kombat 11,42.23386448647405,4.237547085561004,1.5427814292368376,69.41002076482782,25.07824604690749,Sports,75744.61782752187,growing,1
Grand Theft Auto V,74.36187383625,22.990552042492894,22.540751001721716,0.5794881909006891,0.26321287396217413,Fighting,14982.568313386633,growing,0
Elden Ring,65.82098395044633,32.85514213478427,14.033000970596701,51.63892483075347,2.5211949174525423,Puzzle,32993.451344399145,stable,1
Escape from Tarkov,72.4018735342964,35.705305646109224,11.465435465174211,70.8198427910759,27.76219641934146,Puzzle,0.0,stable,1
Factorio,76.65321076418488,10.622306888174858,6.820923388572792,38.00979269016585,2.1596282405998593,Simulation,45349.713903033975,falling,1
Far Cry 5,52.08233712173028,49.84762109758488,51.34376109995493,0.0,0.7522695698176531,Puzzle,95506.12236522752,falling,0
American Truck Simulator,66.58268674240452,68.13259354179881,68.01969386977994,0.2852491346483883,0.7798558923019584,Fighting,19781.53563289599,falling,0
Banished,65.72821900624677,50.62044362324891,13.995462912586534,65.42198662192503,27.628941110216463,Fighting,176351.38157772488,falling,1
Forza Horizon 5,72.65507410045177,62.3854171294815,11.808172234325523,79.73698456155292,2.442191752185223,Strategy,52479.40776104189,growing,1
Portal 2,67.22245275584491,2.459540966786606,3.4305846530722195,0.0,0.011543998598798346,Strategy,72719.845685396,growing,0
Guilty Gear Strive,83.3472540429896,43.42978325870704,44.27378690688614,1.5340259057321561,0.049975150838154236,Strategy,19133.89738439173,stable,0
The Callisto Protocol,95.61382196376718,76.80228473180946,33.24849212388428,59.29012638439673,25.822542275446775,Indie,72187.94716415617,growing,1
A Way Out,50.81220117806638,15.897701698371412,15.116813822192334,0.0,0.0,Adventure,118341.30245525832,growing,0
Halo Infinite,58.712968069808426,41.873007264220576,40.27339458155876,0.0,0.056802782178462574,Sports,80731.96159056232,stable,0
Fallout 4,66.19032053674873,8.240523435207667,9.652081308019305,0.418293919900664,0.0,Survival,188882.21213277557,falling,0
Mount & Blade II: Bannerlord,40.09500178958878,18.570097861247955,20.103246614843794,0.4402892836021049,0.2129567861770269,Fighting,159209.74298471873,growing,0
Forza Horizon 5,95.78187757723805,30.23757763351887,15.897215092815017,48.805394711680044,20.08315522933465,Co-op,142235.38943076725,growing,1
Tekken 8,60.394291076975676,43.242397929628844,16.14612606955618,60.37869627466155,10.949209868402258,Racing,103944.05090613596,falling,1
Halo Infinite,60.90066418737459,52.360395154918166,51.465434940976344,0.0,0.30508757965135797,Adventure,115304.03609490459,growing,0
American Truck Simulator,64.91475703638135,35.3782263058725,36.441513113166565,0.10845556930565071,0.0,Adventure,37830.89354321214,growing,0
Starfield,58.343942976744856,40.354731501355104,40.19018034946299,0.4616891103175219,0.0,Sports,71993.33912204452,stable,0
Nier Automata,93.39309683934593,78.21356025881313,71.83905631199993,9.219573958663764,26.58341047551083,Simulation,175883.75691952737,falling,1
UltraKill,71.12358679548696,23.024787235889956,22.536978694572294,0.0,0.0,Action,107157.6436026936,falling,0
Lethal Company,48.714831894389725,52.36683404971427,53.28919505599537,0.0,0.6187181312143519,Horror,178400.4501790795,falling,0
Rust,68.5094639999506,25.3133719396713,24.277862864914766,0.0,0.0,Sports,183735.3266108527,stable,0
Payday 2,45.02070354613335,20.514464755359338,16.684985523994026,1.0078570312426127,0.0,Roguelike,118895.15595858399,growing,0
Planet Zoo,91.71844214498016,13.351801043648207,9.739512832895302,30.51490421015071,11.99999116279868,Racing,20015.39975907837,stable,1
Mount & Blade II: Bannerlord,46.107794063110845,2.1110915901556018,2.017949737764054,0.0,0.0,Horror,141922.78431149997,growing,0
Hades,87.55151691251955,20.02232304127886,18.98083917590772,1.4822259291389568,0.0,Sports,33174.50783820957,falling,0
Don't Starve Together,51.393838158100735,19.502095618341553,15.194732718413896,12.324642663304552,6.80557824554847,Survival,159354.4905606718,growing,1
Among Us,93.60672641246025,37.618062889969146,34.2355358876291,9.330210276783019,23.09762577066804,Metroidvania,14156.936486116605,growing,1
The Division 2,60.984968089197146,67.8607912056594,67.14609716065819,1.5812770230223931,0.8448572060584614,Survival,80450.53533578516,falling,0
Slime Rancher,90.2766654630755,23.079263236745952,7.930585336202226,70.1261540629009,24.50868030872187,Action,110628.79411030907,falling,1
For Honor,91.92903723947887,74.63309999373786,74.64123200414132,0.0,0.0,Racing,120501.1324230815,growing,0
Cyberpunk 2077,93.62817496556937,52.35140046228885,10.41879895721491,79.81681278895816,3.961781044808992,Simulation,101819.85557448035,stable,1
Sea of Thieves,40.55901725679388,5.295713570905464,6.472931696771688,30.442706431988988,21.930518342425334,Shooter,95472.67133327504,growing,1
Path of Exile,64.5595575565197,65.60069197375927,11.541620240647443,82.6439544619457,17.54177705731125,RPG,121659.31251934235,falling,1
Outlast 2,44.929402143162136,21.95777460017319,18.093663383139102,18.827075222838115,19.977750692794068,Puzzle,78220.16895713257,growing,1
Halo Master Chief Collection,71.24685396650196,78.74892614922199,79.14417834027813,0.0,0.33175846421094435,RPG,66886.34492675142,stable,0
Devil May Cry 5,62.74117648543096,6.881936962895713,8.955411538135175,0.0,0.25188149080220207,Horror,163586.6308028064,falling,0
NBA 2K25,45.539877264217814,49.23575720804387,50.12714980043085,0.0,0.0,Horror,167303.36484765328,stable,0
The Callisto Protocol,60.231033241945056,52.05328747750195,54.23762354889161,0.0,0.6735803268927312,Puzzle,92397.8393208599,stable,0
RimWorld,84.43288008397066,13.884021606884055,8.758145204306421,42.456333159732516,24.131835622715375,Sports,5208.001812974073,falling,1
Cyberpunk 2077,53.93667684076789,70.39996988549194,68.69533800989325,2.0251365161192383,0.6470968115910145,Simulation,106775.22934863635,growing,0
Monster Hunter World,62.79278547765039,9.257225975591425,6.750784548127017,2.187041845293322,0.0,Horror,161267.2352336286,falling,0
Tekken 7,50.8454244070511,8.62432879327751,11.086543055060961,0.0,0.0,RPG,130302.41801347132,falling,0
Don't Starve Together,92.355267333721,11.654115870843622,11.097112875412208,0.32276718863457987,0.03538928349626091,Fighting,103482.88863434535,falling,0
Mount & Blade II: Bannerlord,88.91856311655366,73.5774168629524,43.55702245944354,41.394131174661986,3.4502751843508426,Survival,37988.8703935806,growing,1
Final Fantasy XV,80.9353694229539,66.2050940427866,67.37640836554513,0.17117485821641926,0.12290798859406872,Co-op,26053.78527374271,falling,0
RimWorld,61.41071359322067,14.233501017126754,5.770502218382136,39.38320570221401,8.261261692298723,Co-op,190438.5660538141,stable,1
Cyberpunk 2077,66.59739813444143,63.33987659464985,16.86550377132386,71.35715546881775,12.896222029944237,Indie,22132.205078679468,falling,1
Left 4 Dead 2,78.8333768125254,13.366639616545688,12.09365191234301,0.7906943862007905,0.0,Simulation,82596.24615785923,stable,0
Bloodstained: Ritual of the Night,79.20422560070404,11.399369521827492,10.96123332696461,1.7111782142370597,0.25579358497128857,Shooter,134348.9280505209,falling,0
Resident Evil 4 Remake,79.15437134594741,37.82511949393858,29.867528104549503,19.273336029098093,29.395837256321503,Survival,134624.261962659,stable,1
The Witcher 3,56.22008224904155,34.81460576935213,34.781830714775154,0.0,0.0,Racing,126770.73972789671,growing,0
Dead Cells,89.22331749806655,8.616571900625052,2.8881859565011743,52.9589721465755,22.942566066564254,Shooter,78820.15453674282,falling,1
Hotline Miami 2,72.0373421567661,44.373182102375296,44.8035094766675,0.0,0.4387108876564023,Sports,155002.85935683848,growing,0
Team Fortress 2,76.92144858912857,39.01369248338681,36.47082099630617,7.941538614087456,23.878656368834882,Survival,153194.5372092609,falling,1
Sea of Thieves,78.96688019517494,36.95858493581312,37.81168689794615,0.0,0.6421157883871843,Roguelike,34118.874032374886,growing,0
Baldur's Gate 3,76.83036899681422,66.6678566921676,53.07522955822258,20.354856459873876,8.222845616726374,Adventure,114125.3444353017,falling,1
Sea of Thieves,67.57497902428747,70.23385927565182,70.65777190500408,0.0,0.0,Fighting,179863.58831062348,falling,0
Warframe,81.87537662598027,44.59953881138158,41.99527632554949,0.10052750131137991,0.778235283813232,Roguelike,15729.75918376439,growing,0
Counter-Strike 2,58.8641705532621,66.88908189807009,19.21882753469507,67.54250162269442,26.996497095417194,Puzzle,171075.05049754068,falling,1
A Way Out,44.54604997201101,45.26192189165113,22.415168408044153,47.32995664380676,7.507627821105646,Roguelike,176678.77219928626,growing,1
Grand Theft Auto V,75.11682961584894,38.02481861011837,38.92884680701722,0.0,0.0,Metroidvania,168170.02838227752,falling,0
Portal 2,82.83129303747425,3.612752171990925,1.7661804379153667,30.196992836926093,13.616937782450066,Indie,188326.52482117398,falling,1
Portal 2,63.058095878826,78.45429600465715,77.46772275254963,0.0,0.6578519166396964,Metroidvania,159485.25015172793,stable,0
